6.798330e+07	4.613302e+01
6.798333e+07	4.614359e+01
6.798335e+07	4.615416e+01
6.798338e+07	4.616473e+01
6.798340e+07	4.617530e+01
6.798343e+07	4.618587e+01
6.798345e+07	4.619644e+01
6.798348e+07	4.620701e+01
6.798351e+07	4.621758e+01
6.798353e+07	4.622815e+01
6.798356e+07	4.623872e+01
6.798358e+07	4.624929e+01
6.798361e+07	4.625986e+01
6.798364e+07	4.627043e+01
6.798366e+07	4.628100e+01
6.798369e+07	4.629157e+01
6.798371e+07	4.630214e+01
6.798374e+07	4.631271e+01
6.798377e+07	4.632328e+01
6.798379e+07	4.633385e+01
6.798382e+07	4.634442e+01
6.798385e+07	4.635499e+01
6.798387e+07	4.636556e+01
6.798390e+07	4.637613e+01
6.798392e+07	4.638670e+01
6.798395e+07	4.639727e+01
6.798398e+07	4.640784e+01
6.798400e+07	4.641841e+01
6.798403e+07	4.642898e+01
6.798406e+07	4.643955e+01
6.798408e+07	4.645012e+01
6.798411e+07	4.646069e+01
6.798414e+07	4.647126e+01
6.798416e+07	4.648183e+01
6.798419e+07	4.649240e+01
6.798421e+07	4.650297e+01
6.798424e+07	4.651354e+01
6.798427e+07	4.652411e+01
6.798430e+07	4.653468e+01
6.798432e+07	4.654525e+01
6.798435e+07	4.655582e+01
6.798438e+07	4.656639e+01
6.798440e+07	4.657696e+01
6.798443e+07	4.658753e+01
6.798446e+07	4.659810e+01
6.798448e+07	4.660848e+01
6.798451e+07	4.661579e+01
6.798454e+07	4.662309e+01
6.798456e+07	4.663039e+01
6.798459e+07	4.663770e+01
6.798462e+07	4.664500e+01
6.798464e+07	4.665231e+01
6.798467e+07	4.665961e+01
6.798470e+07	4.666691e+01
6.798473e+07	4.667422e+01
6.798475e+07	4.668152e+01
6.798478e+07	4.668883e+01
6.798481e+07	4.669613e+01
6.798483e+07	4.670344e+01
6.798486e+07	4.671074e+01
6.798489e+07	4.671804e+01
6.798492e+07	4.672535e+01
6.798494e+07	4.673265e+01
6.798497e+07	4.673996e+01
6.798500e+07	4.674726e+01
6.798503e+07	4.675457e+01
6.798505e+07	4.676187e+01
6.798508e+07	4.676918e+01
6.798511e+07	4.677648e+01
6.798514e+07	4.678378e+01
6.798516e+07	4.679109e+01
6.798519e+07	4.679839e+01
6.798522e+07	4.680570e+01
6.798525e+07	4.681300e+01
6.798528e+07	4.682031e+01
6.798530e+07	4.682761e+01
6.798533e+07	4.683492e+01
6.798536e+07	4.684222e+01
6.798539e+07	4.684953e+01
6.798542e+07	4.685683e+01
6.798544e+07	4.686414e+01
6.798547e+07	4.687144e+01
6.798550e+07	4.687875e+01
6.798553e+07	4.688605e+01
6.798556e+07	4.689336e+01
6.798558e+07	4.690066e+01
6.798561e+07	4.690797e+01
6.798564e+07	4.691527e+01
6.798567e+07	4.692258e+01
6.798570e+07	4.692988e+01
6.798573e+07	4.693719e+01
6.798575e+07	4.694449e+01
6.798578e+07	4.695180e+01
6.798581e+07	4.695910e+01
6.798584e+07	4.696641e+01
6.798587e+07	4.697371e+01
6.798590e+07	4.698102e+01
6.798593e+07	4.698832e+01
6.798595e+07	4.699563e+01
6.798598e+07	4.700293e+01
6.798601e+07	4.701024e+01
6.798604e+07	4.701754e+01
6.798607e+07	4.702485e+01
6.798610e+07	4.703215e+01
6.798613e+07	4.703946e+01
6.798616e+07	4.704676e+01
6.798618e+07	4.705407e+01
6.798621e+07	4.706138e+01
6.798624e+07	4.706868e+01
6.798627e+07	4.707599e+01
6.798630e+07	4.708329e+01
6.798633e+07	4.709060e+01
6.798636e+07	4.709790e+01
6.798639e+07	4.710521e+01
6.798642e+07	4.711251e+01
6.798645e+07	4.711982e+01
6.798648e+07	4.712713e+01
6.798650e+07	4.713443e+01
6.798653e+07	4.714174e+01
6.798656e+07	4.714904e+01
6.798659e+07	4.715635e+01
6.798662e+07	4.716366e+01
6.798665e+07	4.717096e+01
6.798668e+07	4.717827e+01
6.798671e+07	4.718557e+01
6.798674e+07	4.719288e+01
6.798677e+07	4.720018e+01
6.798680e+07	4.720749e+01
6.798683e+07	4.721480e+01
6.798686e+07	4.722210e+01
6.798689e+07	4.722941e+01
6.798692e+07	4.723672e+01
6.798695e+07	4.724402e+01
6.798698e+07	4.725133e+01
6.798701e+07	4.725863e+01
6.798704e+07	4.726594e+01
6.798707e+07	4.727325e+01
6.798710e+07	4.728055e+01
6.798713e+07	4.728786e+01
6.798716e+07	4.729516e+01
6.798719e+07	4.730247e+01
6.798722e+07	4.730978e+01
6.798725e+07	4.731708e+01
6.798728e+07	4.732439e+01
6.798731e+07	4.733170e+01
6.798734e+07	4.733900e+01
6.798737e+07	4.734631e+01
6.798740e+07	4.735362e+01
6.798743e+07	4.736092e+01
6.798746e+07	4.736823e+01
6.798749e+07	4.737554e+01
6.798752e+07	4.738284e+01
6.798755e+07	4.739015e+01
6.798758e+07	4.739746e+01
6.798761e+07	4.740476e+01
6.798764e+07	4.741207e+01
6.798767e+07	4.741938e+01
6.798770e+07	4.742668e+01
6.798773e+07	4.743399e+01
6.798776e+07	4.744130e+01
6.798780e+07	4.744827e+01
6.798783e+07	4.745378e+01
6.798786e+07	4.745929e+01
6.798789e+07	4.746480e+01
6.798792e+07	4.747032e+01
6.798795e+07	4.747583e+01
6.798798e+07	4.748134e+01
6.798801e+07	4.748685e+01
6.798804e+07	4.749236e+01
6.798807e+07	4.749787e+01
6.798810e+07	4.750338e+01
6.798814e+07	4.750890e+01
6.798817e+07	4.751441e+01
6.798820e+07	4.751992e+01
6.798823e+07	4.752543e+01
6.798826e+07	4.753094e+01
6.798829e+07	4.753645e+01
6.798832e+07	4.754197e+01
6.798836e+07	4.754748e+01
6.798839e+07	4.755299e+01
6.798842e+07	4.755850e+01
6.798845e+07	4.756401e+01
6.798848e+07	4.756952e+01
6.798851e+07	4.757504e+01
6.798854e+07	4.758055e+01
6.798858e+07	4.758606e+01
6.798861e+07	4.759157e+01
6.798864e+07	4.759708e+01
6.798867e+07	4.760260e+01
6.798870e+07	4.760811e+01
6.798874e+07	4.761362e+01
6.798877e+07	4.761913e+01
6.798880e+07	4.762464e+01
6.798883e+07	4.763016e+01
6.798886e+07	4.763567e+01
6.798890e+07	4.764118e+01
6.798893e+07	4.764669e+01
6.798896e+07	4.765220e+01
6.798899e+07	4.765772e+01
6.798902e+07	4.766323e+01
6.798906e+07	4.766874e+01
6.798909e+07	4.767425e+01
6.798912e+07	4.767977e+01
6.798915e+07	4.768528e+01
6.798919e+07	4.769079e+01
6.798922e+07	4.769630e+01
6.798925e+07	4.770182e+01
6.798928e+07	4.770733e+01
6.798932e+07	4.771284e+01
6.798935e+07	4.771835e+01
6.798938e+07	4.772387e+01
6.798942e+07	4.772938e+01
6.798945e+07	4.773489e+01
6.798948e+07	4.774040e+01
6.798951e+07	4.774592e+01
6.798955e+07	4.775143e+01
6.798958e+07	4.775694e+01
6.798961e+07	4.776246e+01
6.798965e+07	4.776797e+01
6.798968e+07	4.777348e+01
6.798971e+07	4.777899e+01
6.798975e+07	4.778451e+01
6.798978e+07	4.779002e+01
6.798981e+07	4.779553e+01
